ensembl,symbol,description,log2FoldChange,pvalue,padj,206221_sp_7d_tg,206220_sp_7d_tg,206222_sp_7d_tg,206218_sp_7d_tg,206333_sp_7d_tg,206334_sp_7d_tg,206346_sp_7d_wt,193373_sp_7d_wt,193377_sp_7d_wt,206219_sp_7d_wt,206332_sp_7d_wt,206217_sp_7d_wt
ENSMUSG00000023118,Sympk,symplekin [Source:MGI Symbol;Acc:MGI:1915438],0.123226482,0.466883591,0.618685483,84,78,69,86,79,70,62,87,71,74,46,70
ENSMUSG00000117613,Gm2629,predicted gene 2629 [Source:MGI Symbol;Acc:MGI:3780797],-0.768163553,0.466913942,0.618687582,1,4,0,3,0,0,2,0,4,5,0,2
ENSMUSG00000116802,Gm5165,predicted gene 5165 [Source:MGI Symbol;Acc:MGI:3646034],-0.311558738,0.467144993,0.618955605,4,12,5,3,14,14,9,6,7,17,13,9
ENSMUSG00000111398,D330037F02Rik,RIKEN cDNA D330037F02 gene [Source:MGI Symbol;Acc:MGI:3041221],-0.917942108,0.467238412,0.619041245,2,0,0,2,1,0,0,0,2,0,5,2
ENSMUSG00000114369,Gm41077,"predicted gene, 41077 [Source:MGI Symbol;Acc:MGI:5623962]",0.231197966,0.467380878,0.619191853,13,38,15,17,12,15,17,8,13,19,13,20
ENSMUSG00000106121,Gm42679,predicted gene 42679 [Source:MGI Symbol;Acc:MGI:5662816],-0.832718502,0.467607959,0.619416382,1,0,1,1,0,1,0,1,1,2,1,2
ENSMUSG00000081771,Gm15381,predicted gene 15381 [Source:MGI Symbol;Acc:MGI:3707455],-0.624849137,0.467600819,0.619416382,1,3,1,1,2,2,0,1,4,0,3,7
ENSMUSG00000115756,Gm49519,"predicted gene, 49519 [Source:MGI Symbol;Acc:MGI:6155213]",0.659990552,0.467662124,0.619449978,5,2,0,2,3,1,0,0,2,2,1,3
ENSMUSG00000027086,Fastkd1,FAST kinase domains 1 [Source:MGI Symbol;Acc:MGI:2444596],0.105555551,0.467755201,0.61953511,97,101,77,85,92,77,90,64,72,102,55,92
ENSMUSG00000105562,Gm43287,predicted gene 43287 [Source:MGI Symbol;Acc:MGI:5663424],-0.367722164,0.468053893,0.619892548,5,10,3,5,2,3,9,3,3,6,5,9
ENSMUSG00000042787,Exog,"endo/exonuclease (5'-3'), endonuclease G-like [Source:MGI Symbol;Acc:MGI:2143333]",-0.216331844,0.468144591,0.619974489,30,31,13,19,17,17,24,27,11,19,34,25
ENSMUSG00000025544,Tm9sf2,transmembrane 9 superfamily member 2 [Source:MGI Symbol;Acc:MGI:1915309],-0.064820137,0.468179012,0.619981898,911,870,707,827,923,884,858,764,970,743,848,966
ENSMUSG00000107458,Gm44040,"predicted gene, 44040 [Source:MGI Symbol;Acc:MGI:5690432]",0.343223746,0.468285646,0.620046751,10,10,5,6,6,9,12,2,10,3,5,3
ENSMUSG00000078640,Gm11627,predicted gene 11627 [Source:MGI Symbol;Acc:MGI:3650659],0.401240868,0.468268582,0.620046751,2,5,2,9,6,5,5,3,5,2,3,3
ENSMUSG00000004768,Rab23,"RAB23, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:99833]",0.192078428,0.4683684,0.620118147,36,38,32,20,41,25,28,42,27,24,13,26
ENSMUSG00000092814,Gm23638,"predicted gene, 23638 [Source:MGI Symbol;Acc:MGI:5453415]",0.799481783,0.468425309,0.620155317,1,3,0,2,2,1,3,0,1,0,0,1
ENSMUSG00000026109,Tmeff2,transmembrane protein with EGF-like and two follistatin-like domains 2 [Source:MGI Symbol;Acc:MGI:1861735],0.495282467,0.46857711,0.620203576,2,6,1,8,4,4,1,5,0,2,2,7
ENSMUSG00000055980,Irs1,insulin receptor substrate 1 [Source:MGI Symbol;Acc:MGI:99454],0.314059851,0.468564794,0.620203576,8,8,6,9,8,5,3,4,8,9,4,6
ENSMUSG00000109095,Gm44799,predicted gene 44799 [Source:MGI Symbol;Acc:MGI:5753375],-0.859778136,0.468545028,0.620203576,1,0,0,1,2,0,2,0,1,2,1,1
ENSMUSG00000047804,Akap10,A kinase (PRKA) anchor protein 10 [Source:MGI Symbol;Acc:MGI:1890218],-0.148369937,0.468545365,0.620203576,47,62,48,49,42,38,61,34,31,66,41,76
ENSMUSG00000041889,Shisa4,shisa family member 4 [Source:MGI Symbol;Acc:MGI:1924802],0.283412593,0.468614407,0.620214772,4,10,8,23,11,11,10,7,8,11,8,9
ENSMUSG00000046169,Adamts6,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 6 [Source:MGI Symbol;Acc:MGI:1347348]",0.268667686,0.468690045,0.620276709,12,14,7,16,10,8,11,9,6,14,8,5
ENSMUSG00000029547,Ints1,integrator complex subunit 1 [Source:MGI Symbol;Acc:MGI:1915760],-0.1389008,0.469071175,0.620742909,29,50,42,49,39,34,40,35,48,44,31,61
ENSMUSG00000020883,Fbxl20,F-box and leucine-rich repeat protein 20 [Source:MGI Symbol;Acc:MGI:1919444],0.109457522,0.469163752,0.62082722,97,109,117,110,103,88,80,86,104,109,91,85
ENSMUSG00000041303,Gtf3c3,"general transcription factor IIIC, polypeptide 3 [Source:MGI Symbol;Acc:MGI:2138383]",0.098641253,0.469420783,0.621129124,149,155,106,112,111,137,151,101,111,114,100,116
ENSMUSG00000100992,Gm23925,"predicted gene, 23925 [Source:MGI Symbol;Acc:MGI:5453702]",-1.009780392,0.469818999,0.621579552,0,1,0,0,0,2,1,0,2,1,0,2
ENSMUSG00000064405,Gm23925,"predicted gene, 23925 [Source:MGI Symbol;Acc:MGI:5453702]",-1.009780392,0.469818999,0.621579552,0,1,0,0,0,2,1,0,2,1,0,2
ENSMUSG00000110175,Gm18255,"predicted gene, 18255 [Source:MGI Symbol;Acc:MGI:5010440]",-0.807720719,0.469952651,0.621718132,1,2,0,1,1,2,0,2,0,0,8,1
ENSMUSG00000038095,Sbno1,strawberry notch 1 [Source:MGI Symbol;Acc:MGI:2384298],0.058240211,0.470037109,0.621759906,1235,1573,1119,1063,1445,1197,1339,952,1090,1110,1194,1352
ENSMUSG00000015189,Casd1,CAS1 domain containing 1 [Source:MGI Symbol;Acc:MGI:2384865],-0.144285761,0.470042047,0.621759906,37,56,31,50,45,43,52,63,40,41,32,48
ENSMUSG00000025816,Sec61a2,"Sec61, alpha subunit 2 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1931071]",-0.149022964,0.470266474,0.621942015,67,104,60,48,82,41,96,58,66,62,44,105
ENSMUSG00000025602,Zfp202,zinc finger protein 202 [Source:MGI Symbol;Acc:MGI:1933401],-0.344351825,0.470240565,0.621942015,6,5,6,6,6,4,14,3,6,10,2,6
ENSMUSG00000062691,Cebpzos,"CCAAT/enhancer binding protein (C/EBP), zeta, opposite strand [Source:MGI Symbol;Acc:MGI:1915804]",0.138603483,0.470264597,0.621942015,56,81,48,43,48,41,34,41,50,52,46,52
ENSMUSG00000031388,Naa10,"N(alpha)-acetyltransferase 10, NatA catalytic subunit [Source:MGI Symbol;Acc:MGI:1915255]",-0.093852211,0.47034452,0.622006985,104,101,91,120,101,88,112,79,115,110,85,124
ENSMUSG00000027940,Tpm3,"tropomyosin 3, gamma [Source:MGI Symbol;Acc:MGI:1890149]",-0.063571811,0.470554002,0.622245753,529,548,408,516,521,484,505,478,534,435,502,558
ENSMUSG00000026536,Ifi211,interferon activated gene 211 [Source:MGI Symbol;Acc:MGI:3041120],-0.628818717,0.47067965,0.622373639,0,1,0,3,3,5,5,1,1,0,6,5
ENSMUSG00000065147,Snora31,"small nucleolar RNA, H/ACA box 31 [Source:MGI Symbol;Acc:MGI:3819500]",0.61583,0.470766711,0.622450489,2,4,5,1,0,2,1,0,2,3,1,2
ENSMUSG00000112429,Gm47093,"predicted gene, 47093 [Source:MGI Symbol;Acc:MGI:6095824]",1.004709848,0.470871912,0.622536793,2,0,2,1,0,1,0,2,0,0,0,1
ENSMUSG00000055022,Cntn1,contactin 1 [Source:MGI Symbol;Acc:MGI:105980],-0.312187442,0.470889875,0.622536793,14,3,4,8,21,5,12,10,9,8,9,18
ENSMUSG00000032392,Parp16,"poly (ADP-ribose) polymerase family, member 16 [Source:MGI Symbol;Acc:MGI:2446133]",0.160108001,0.471025684,0.622678061,71,60,49,44,37,45,36,31,66,37,38,58
ENSMUSG00000025979,Mob4,"MOB family member 4, phocein [Source:MGI Symbol;Acc:MGI:104899]",0.057561547,0.471188342,0.622854804,573,716,508,530,635,583,554,524,535,469,520,667
ENSMUSG00000012777,Acp4,acid phosphatase 4 [Source:MGI Symbol;Acc:MGI:3644563],0.228454195,0.4712832,0.622903624,14,14,12,11,16,12,12,13,6,11,8,15
ENSMUSG00000113994,Gm47375,"predicted gene, 47375 [Source:MGI Symbol;Acc:MGI:6096290]",-1.019022987,0.471274074,0.622903624,0,1,1,0,0,1,0,0,1,0,2,3
ENSMUSG00000107263,Gm42471,predicted gene 42471 [Source:MGI Symbol;Acc:MGI:5662608],-0.636969079,0.471406755,0.623028641,2,1,2,0,4,0,2,4,2,3,2,0
ENSMUSG00000087377,AV099323,expressed sequence AV099323 [Source:MGI Symbol;Acc:MGI:2139252],-0.372208335,0.47155895,0.623114914,8,6,2,5,4,3,4,3,2,7,9,10
ENSMUSG00000090458,Gm17122,predicted gene 17122 [Source:MGI Symbol;Acc:MGI:4937949],0.157194942,0.471538729,0.623114914,275,356,356,255,390,366,206,197,439,154,324,414
ENSMUSG00000087685,1700122E12Rik,RIKEN cDNA 1700122E12 gene [Source:MGI Symbol;Acc:MGI:1920869],-1.004992356,0.47151668,0.623114914,0,0,2,0,0,1,2,0,0,2,1,1
ENSMUSG00000093553,Gm20633,predicted gene 20633 [Source:MGI Symbol;Acc:MGI:5313080],-0.569750275,0.471590153,0.62311786,5,2,0,2,4,0,0,4,2,5,4,3
ENSMUSG00000038702,Dsel,dermatan sulfate epimerase-like [Source:MGI Symbol;Acc:MGI:2442948],0.187540759,0.471811335,0.62320978,15,27,26,40,34,46,28,31,25,30,21,23
ENSMUSG00000060402,Chst8,carbohydrate sulfotransferase 8 [Source:MGI Symbol;Acc:MGI:1916197],-0.536567815,0.471715654,0.62320978,1,2,1,2,5,3,3,0,3,4,8,1
ENSMUSG00000075327,Zbtb2,zinc finger and BTB domain containing 2 [Source:MGI Symbol;Acc:MGI:2685949],-0.18080418,0.471793122,0.62320978,23,24,15,20,30,23,37,19,23,14,28,26
ENSMUSG00000019853,Hebp2,heme binding protein 2 [Source:MGI Symbol;Acc:MGI:1860084],0.302464715,0.471833582,0.62320978,7,7,9,10,9,7,7,11,3,4,7,6
ENSMUSG00000005465,Il27ra,"interleukin 27 receptor, alpha [Source:MGI Symbol;Acc:MGI:1355318]",0.71022017,0.471830058,0.62320978,1,1,0,6,2,2,0,0,1,3,2,1
ENSMUSG00000102953,Gm37019,"predicted gene, 37019 [Source:MGI Symbol;Acc:MGI:5610247]",-0.156892215,0.471722622,0.62320978,22,42,44,44,47,41,39,55,46,36,28,53
ENSMUSG00000055415,Atp10b,"ATPase, class V, type 10B [Source:MGI Symbol;Acc:MGI:2442688]",0.084077086,0.471981706,0.623328864,501,804,563,697,792,674,536,662,649,594,535,633
ENSMUSG00000099746,Ppnr,per-pentamer repeat gene [Source:MGI Symbol;Acc:MGI:1349458],-0.206256297,0.471958781,0.623328864,40,54,38,32,21,20,48,55,26,38,19,41
ENSMUSG00000040867,Begain,brain-enriched guanylate kinase-associated [Source:MGI Symbol;Acc:MGI:3044626],-0.873476493,0.472025099,0.623347894,3,0,0,0,0,2,2,3,2,0,0,2
ENSMUSG00000003348,Mob3a,MOB kinase activator 3A [Source:MGI Symbol;Acc:MGI:3050117],-0.111508491,0.472252825,0.623610334,58,76,47,70,81,81,79,77,70,64,66,70
ENSMUSG00000073207,Ccdc160,coiled-coil domain containing 160 [Source:MGI Symbol;Acc:MGI:3588225],0.651123802,0.472302005,0.623636985,0,1,3,5,1,4,2,0,1,3,0,3
ENSMUSG00000102960,Gm37943,"predicted gene, 37943 [Source:MGI Symbol;Acc:MGI:5611171]",0.234562004,0.472342493,0.623652158,13,19,22,21,27,7,13,18,21,13,12,11
ENSMUSG00000113298,Gm48559,"predicted gene, 48559 [Source:MGI Symbol;Acc:MGI:6098115]",0.494941778,0.472399804,0.623689538,5,2,1,7,2,2,2,2,3,2,2,2
ENSMUSG00000015474,Ppt2,palmitoyl-protein thioesterase 2 [Source:MGI Symbol;Acc:MGI:1860075],0.140086286,0.472546289,0.62384464,54,65,68,55,52,70,68,66,48,45,31,62
ENSMUSG00000021242,Npc2,NPC intracellular cholesterol transporter 2 [Source:MGI Symbol;Acc:MGI:1915213],0.089864387,0.472592348,0.623867151,648,810,726,712,740,775,749,810,597,650,518,640
ENSMUSG00000026393,Nek7,NIMA (never in mitosis gene a)-related expressed kinase 7 [Source:MGI Symbol;Acc:MGI:1890645],0.101399884,0.472954477,0.624176567,114,129,115,129,123,107,99,113,103,111,69,152
ENSMUSG00000030359,Pzp,"PZP, alpha-2-macroglobulin like [Source:MGI Symbol;Acc:MGI:87854]",-0.560227291,0.472971847,0.624176567,3,0,6,4,1,2,5,5,0,1,9,3
ENSMUSG00000066838,Zfp772,zinc finger protein 772 [Source:MGI Symbol;Acc:MGI:2385265],0.273303043,0.472936304,0.624176567,13,6,10,13,10,8,12,7,7,10,7,5
ENSMUSG00000084583,Gm25177,"predicted gene, 25177 [Source:MGI Symbol;Acc:MGI:5454954]",-0.773383155,0.472894097,0.624176567,0,2,0,4,0,0,1,1,2,1,1,4
ENSMUSG00000107325,Gm43425,predicted gene 43425 [Source:MGI Symbol;Acc:MGI:5663562],-0.606532924,0.472894298,0.624176567,2,3,0,1,1,2,1,2,0,4,3,3
ENSMUSG00000053442,4930597O21Rik,RIKEN cDNA 4930597O21 gene [Source:MGI Symbol;Acc:MGI:1922623],-0.804318075,0.473176285,0.624408048,2,0,0,0,2,2,0,1,5,0,2,2
ENSMUSG00000090812,Samd15,sterile alpha motif domain containing 15 [Source:MGI Symbol;Acc:MGI:2685109],0.698688373,0.473546674,0.624858477,1,3,0,1,4,3,1,0,4,1,0,1
ENSMUSG00000042501,Cpa6,carboxypeptidase A6 [Source:MGI Symbol;Acc:MGI:3045348],-0.950153034,0.473765226,0.62510851,1,0,2,0,0,1,0,0,1,4,0,3
ENSMUSG00000086968,4933431E20Rik,RIKEN cDNA 4933431E20 gene [Source:MGI Symbol;Acc:MGI:3584041],-0.095057883,0.473822393,0.625114128,1481,1160,1301,1181,1320,1183,1232,1048,1610,1049,1448,1490
ENSMUSG00000056962,Jmjd6,jumonji domain containing 6 [Source:MGI Symbol;Acc:MGI:1858910],0.08355258,0.473827615,0.625114128,208,284,242,194,262,244,241,221,216,187,217,212
ENSMUSG00000085578,Gm11527,predicted gene 11527 [Source:MGI Symbol;Acc:MGI:3649799],-0.931042879,0.473960278,0.625250794,0,2,0,0,2,0,2,0,2,2,1,0
ENSMUSG00000025439,Clns1a,"chloride channel, nucleotide-sensitive, 1A [Source:MGI Symbol;Acc:MGI:109638]",0.069790408,0.474075705,0.625288003,184,231,174,206,221,228,224,155,170,199,178,216
ENSMUSG00000055560,Zfp459,zinc finger protein 459 [Source:MGI Symbol;Acc:MGI:3040701],0.263696943,0.474070434,0.625288003,11,12,14,8,12,7,6,10,9,5,12,9
ENSMUSG00000049382,Krt8,keratin 8 [Source:MGI Symbol;Acc:MGI:96705],-0.11171097,0.474052971,0.625288003,487,552,508,482,536,642,505,662,685,394,524,531
ENSMUSG00000028461,Ccdc107,coiled-coil domain containing 107 [Source:MGI Symbol;Acc:MGI:1913423],-0.105920157,0.474187579,0.625378351,133,175,142,120,155,149,187,91,115,168,169,180
ENSMUSG00000042286,Stab1,stabilin 1 [Source:MGI Symbol;Acc:MGI:2178742],-0.140143103,0.47420236,0.625378351,44,62,37,86,83,66,78,44,71,80,52,76
ENSMUSG00000036327,Qsox2,quiescin Q6 sulfhydryl oxidase 2 [Source:MGI Symbol;Acc:MGI:2387194],0.199796957,0.474310336,0.625444046,53,58,42,44,29,22,34,12,42,48,28,47
ENSMUSG00000030872,Gga2,"golgi associated, gamma adaptin ear containing, ARF binding protein 2 [Source:MGI Symbol;Acc:MGI:1921355]",0.158592126,0.474304633,0.625444046,31,48,30,55,56,44,46,44,25,48,30,32
ENSMUSG00000079436,Kcnj13,"potassium inwardly-rectifying channel, subfamily J, member 13 [Source:MGI Symbol;Acc:MGI:3781032]",-0.469421161,0.474583178,0.625727097,4,3,0,4,7,1,1,3,5,8,2,6
ENSMUSG00000115067,Dpep2,dipeptidase 2 [Source:MGI Symbol;Acc:MGI:2442042],0.685570453,0.47458223,0.625727097,1,3,2,0,2,2,2,0,1,1,1,1
ENSMUSG00000067714,Lpar5,lysophosphatidic acid receptor 5 [Source:MGI Symbol;Acc:MGI:2685918],-0.773153405,0.47472563,0.625876548,0,5,1,0,0,4,0,0,1,7,5,3
ENSMUSG00000077345,Snord70,"small nucleolar RNA, C/D box 70 [Source:MGI Symbol;Acc:MGI:3819553]",-1.076511028,0.474899275,0.626031289,2,0,0,0,1,0,0,0,2,3,1,0
ENSMUSG00000105728,Gm42819,predicted gene 42819 [Source:MGI Symbol;Acc:MGI:5662956],0.207958773,0.474959434,0.626031289,20,41,19,25,29,37,31,30,18,34,13,14
ENSMUSG00000044749,Abca6,"ATP-binding cassette, sub-family A (ABC1), member 6 [Source:MGI Symbol;Acc:MGI:1923434]",0.805606327,0.47490414,0.626031289,0,4,1,3,0,1,1,0,0,1,1,2
ENSMUSG00000095616,Gm26244,"predicted gene, 26244 [Source:MGI Symbol;Acc:MGI:5456021]",-0.260358704,0.474939206,0.626031289,7,10,14,7,10,5,8,12,11,10,9,11
ENSMUSG00000064721,Gm25855,"predicted gene, 25855 [Source:MGI Symbol;Acc:MGI:5455632]",-1.076654166,0.475014825,0.62606593,2,0,0,0,0,1,0,2,1,3,0,0
ENSMUSG00000091736,Yy2,Yy2 transcription factor [Source:MGI Symbol;Acc:MGI:3837947],-0.242903954,0.475083291,0.626117797,6,14,10,8,14,12,18,12,6,12,9,16
ENSMUSG00000054453,Sytl5,synaptotagmin-like 5 [Source:MGI Symbol;Acc:MGI:2668451],-0.243887017,0.475426344,0.626518481,13,8,13,10,12,10,13,17,7,17,11,10
ENSMUSG00000113015,Gm6296,predicted gene 6296 [Source:MGI Symbol;Acc:MGI:3648150],1.067033784,0.475445582,0.626518481,2,4,0,0,1,0,0,1,2,0,0,0
ENSMUSG00000063239,Grm4,"glutamate receptor, metabotropic 4 [Source:MGI Symbol;Acc:MGI:1351341]",-0.479683878,0.475480228,0.626525748,6,1,5,4,2,0,7,5,1,2,3,7
ENSMUSG00000045268,Zfp691,zinc finger protein 691 [Source:MGI Symbol;Acc:MGI:3041163],0.20392732,0.475540804,0.626567179,26,40,22,28,27,32,31,42,14,23,13,21
ENSMUSG00000041718,Alg13,asparagine-linked glycosylation 13 [Source:MGI Symbol;Acc:MGI:1914824],-0.198985027,0.475575774,0.626574869,12,26,21,12,24,25,30,25,24,12,18,23
ENSMUSG00000074519,Zfp971,zinc finger protein 971 [Source:MGI Symbol;Acc:MGI:1261426],0.935191531,0.475703495,0.62669414,2,1,1,0,4,0,2,0,2,0,0,0
ENSMUSG00000024422,Dhx16,DEAH (Asp-Glu-Ala-His) box polypeptide 16 [Source:MGI Symbol;Acc:MGI:1916442],0.085335695,0.475724579,0.62669414,156,168,122,144,145,134,144,115,148,98,126,158
ENSMUSG00000104117,Gm20743,"predicted gene, 20743 [Source:MGI Symbol;Acc:MGI:5434099]",-0.941101082,0.475997376,0.626976701,0,2,1,0,1,0,0,0,2,2,3,0
ENSMUSG00000023806,Rsph3b,radial spoke 3B homolog (Chlamydomonas) [Source:MGI Symbol;Acc:MGI:3630308],-0.994862261,0.475987326,0.626976701,2,0,1,0,0,0,1,0,2,0,1,2
ENSMUSG00000082938,Gm2810,predicted pseudogene 2810 [Source:MGI Symbol;Acc:MGI:3780980],-0.223984053,0.476069515,0.62699492,25,18,16,9,13,19,14,8,22,26,17,27
ENSMUSG00000103898,Gm30238,"predicted gene, 30238 [Source:MGI Symbol;Acc:MGI:5589397]",0.459208455,0.476048574,0.62699492,6,9,5,2,2,2,2,3,0,3,6,4
ENSMUSG00000088997,Gm22766,"predicted gene, 22766 [Source:MGI Symbol;Acc:MGI:5452543]",-0.927696983,0.476108379,0.627007709,0,0,1,0,0,4,1,3,0,0,4,1
ENSMUSG00000113473,Gm7045,predicted gene 7045 [Source:MGI Symbol;Acc:MGI:3779655],-0.551576796,0.476138771,0.62700934,2,1,3,1,3,1,2,3,2,2,0,7
ENSMUSG00000038871,Bpgm,"2,3-bisphosphoglycerate mutase [Source:MGI Symbol;Acc:MGI:1098242]",0.120944336,0.476206631,0.627060308,329,350,334,300,449,397,298,200,413,212,368,431
ENSMUSG00000089698,Gm2541,predicted pseudogene 2541 [Source:MGI Symbol;Acc:MGI:3780709],0.564283624,0.476302077,0.627147592,4,2,1,2,4,2,2,0,2,2,0,4
ENSMUSG00000102837,Gm37383,"predicted gene, 37383 [Source:MGI Symbol;Acc:MGI:5610611]",-0.253380647,0.476415178,0.627181321,29,18,17,23,18,7,14,20,26,38,8,23
ENSMUSG00000029169,Dhx15,DEAH (Asp-Glu-Ala-His) box polypeptide 15 [Source:MGI Symbol;Acc:MGI:1099786],0.062930041,0.476380562,0.627181321,467,574,352,501,505,483,469,399,408,457,438,467
ENSMUSG00000021186,Fbln5,fibulin 5 [Source:MGI Symbol;Acc:MGI:1346091],-0.157953309,0.476394406,0.627181321,53,38,49,73,50,45,80,45,31,63,44,74
ENSMUSG00000046808,Atp10d,"ATPase, class V, type 10D [Source:MGI Symbol;Acc:MGI:2450125]",0.216624445,0.476634531,0.627431684,14,16,11,14,20,10,10,13,13,10,10,14
ENSMUSG00000032855,Pkd1,"polycystin 1, transient receptor poteintial channel interacting [Source:MGI Symbol;Acc:MGI:97603]",-0.129310691,0.476667239,0.627436338,34,64,56,80,64,54,59,61,63,70,52,64
ENSMUSG00000037936,Scarb1,"scavenger receptor class B, member 1 [Source:MGI Symbol;Acc:MGI:893578]",-0.280892277,0.476861032,0.627614603,87,115,156,190,185,177,261,299,57,171,88,186
ENSMUSG00000032314,Etfa,"electron transferring flavoprotein, alpha polypeptide [Source:MGI Symbol;Acc:MGI:106092]",0.083143462,0.476859482,0.627614603,240,301,261,289,240,229,265,163,262,208,232,299
ENSMUSG00000014602,Kif1a,kinesin family member 1A [Source:MGI Symbol;Acc:MGI:108391],-0.192907573,0.476941491,0.627669509,13,14,15,14,26,23,23,15,14,22,17,25
ENSMUSG00000103088,Pcdhgb6,"protocadherin gamma subfamily B, 6 [Source:MGI Symbol;Acc:MGI:1935197]",0.217890888,0.476961119,0.627669509,11,15,12,17,12,14,11,11,10,13,10,12
ENSMUSG00000019864,Rtn4ip1,reticulon 4 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2178759],0.128158895,0.477024383,0.627714354,81,106,74,56,80,110,70,48,66,76,83,106
ENSMUSG00000029440,Psmd9,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 9 [Source:MGI Symbol;Acc:MGI:1914401]",0.093259526,0.477065068,0.627729485,138,126,114,137,127,112,129,123,106,94,89,142
ENSMUSG00000022803,Popdc2,popeye domain containing 2 [Source:MGI Symbol;Acc:MGI:1930150],0.19027263,0.477106179,0.627745173,19,36,30,16,20,22,22,20,24,21,10,24
ENSMUSG00000026563,Tada1,transcriptional adaptor 1 [Source:MGI Symbol;Acc:MGI:1196415],0.155835177,0.477286286,0.627866913,30,28,28,34,26,35,26,31,22,22,22,34
ENSMUSG00000090125,Pou3f1,"POU domain, class 3, transcription factor 1 [Source:MGI Symbol;Acc:MGI:101896]",0.561950203,0.477242089,0.627866913,3,0,4,3,2,3,2,0,2,3,2,1
ENSMUSG00000002064,Sdf2,stromal cell derived factor 2 [Source:MGI Symbol;Acc:MGI:108019],-0.099038268,0.477270298,0.627866913,198,252,220,232,164,184,222,182,276,212,167,236
ENSMUSG00000114945,Gm48265,"predicted gene, 48265 [Source:MGI Symbol;Acc:MGI:6097686]",-0.795702451,0.477445077,0.628037387,0,2,0,0,2,1,3,2,1,1,1,0
ENSMUSG00000029386,Tctn2,tectonic family member 2 [Source:MGI Symbol;Acc:MGI:1915228],-0.247598597,0.477824297,0.628459342,8,14,10,14,21,5,9,14,15,20,10,13
ENSMUSG00000013858,Tmem259,transmembrane protein 259 [Source:MGI Symbol;Acc:MGI:2177957],0.106716619,0.477805998,0.628459342,76,93,92,77,94,69,94,60,91,68,60,76
ENSMUSG00000099404,Gm28172,predicted gene 28172 [Source:MGI Symbol;Acc:MGI:5578878],-0.868309263,0.47794686,0.628582103,1,1,1,0,0,1,0,1,4,0,1,1
ENSMUSG00000028804,Csmd2,CUB and Sushi multiple domains 2 [Source:MGI Symbol;Acc:MGI:2386401],-0.840258452,0.478038336,0.628595739,2,0,0,0,1,1,1,0,1,1,2,2
ENSMUSG00000106450,Gm43018,predicted gene 43018 [Source:MGI Symbol;Acc:MGI:5663155],0.465843133,0.478022899,0.628595739,0,6,5,2,11,9,2,4,4,6,0,7
ENSMUSG00000038497,Tmco3,transmembrane and coiled-coil domains 3 [Source:MGI Symbol;Acc:MGI:2444946],-0.115521741,0.478055791,0.628595739,67,93,73,90,59,62,63,68,87,83,76,85
ENSMUSG00000022623,Shank3,SH3 and multiple ankyrin repeat domains 3 [Source:MGI Symbol;Acc:MGI:1930016],0.357832748,0.478074139,0.628595739,6,5,3,11,5,5,5,5,3,5,6,2
ENSMUSG00000026662,Sephs1,selenophosphate synthetase 1 [Source:MGI Symbol;Acc:MGI:1923580],-0.118165763,0.478122988,0.628621537,100,129,104,102,170,121,146,92,109,92,166,150
ENSMUSG00000117441,Gm50021,"predicted gene, 50021 [Source:MGI Symbol;Acc:MGI:6275317]",0.365037564,0.478193174,0.628675384,10,17,2,5,12,3,2,6,5,7,10,5
ENSMUSG00000106892,Gm42791,predicted gene 42791 [Source:MGI Symbol;Acc:MGI:5662928],0.758813698,0.478331289,0.62880825,0,1,0,2,6,2,0,2,1,2,0,1
ENSMUSG00000013846,St3gal1,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:MGI Symbol;Acc:MGI:98304]",-0.11051905,0.478352712,0.62880825,66,82,62,92,86,67,67,57,93,79,88,87
ENSMUSG00000063903,Klk1,kallikrein 1 [Source:MGI Symbol;Acc:MGI:102850],-0.519155684,0.478974268,0.629586822,50,47,24,563,105,40,350,213,129,206,95,160
ENSMUSG00000039987,Phtf2,putative homeodomain transcription factor 2 [Source:MGI Symbol;Acc:MGI:1916020],0.17491301,0.479053292,0.629652212,17,36,17,23,31,26,21,13,21,23,17,33
ENSMUSG00000029869,Ephb6,Eph receptor B6 [Source:MGI Symbol;Acc:MGI:1096338],-0.433843537,0.479089723,0.629661616,1,3,4,4,2,6,8,6,1,6,3,2
ENSMUSG00000086600,C030005K06Rik,RIKEN cDNA C030005K06 gene [Source:MGI Symbol;Acc:MGI:1925945],-0.226588377,0.47913781,0.629686335,10,15,7,15,19,7,18,9,13,16,10,16
ENSMUSG00000055357,4933400A11Rik,RIKEN cDNA 4933400A11 gene [Source:MGI Symbol;Acc:MGI:1913997],-1.004127437,0.479175,0.629696732,0,0,3,0,0,0,2,0,1,1,1,1
ENSMUSG00000048481,Mypop,"Myb-related transcription factor, partner of profilin [Source:MGI Symbol;Acc:MGI:2446472]",-0.32959426,0.479214924,0.629710721,6,5,6,4,4,8,3,11,6,6,4,10
ENSMUSG00000110105,Gm45844,predicted gene 45844 [Source:MGI Symbol;Acc:MGI:5804959],0.671710032,0.479271211,0.629746208,2,1,2,2,1,2,1,2,0,2,1,0
